right_shoulder joint angle_angle
Time-s, Rot1 Rot2 Rot3 Total Angle   [degree]
30.7,-90.3616,2.79831,15.2774,91.0319
30.8,-90.2638,2.80517,14.9133,90.8965
30.9,-90.1943,2.8065,14.6627,90.8023
31,-90.2803,2.83157,14.5405,90.8718
31.1,-90.3358,2.9475,14.4495,90.9056
31.2,-90.3416,2.84461,14.2684,90.9037
31.3,-90.263,2.68699,14.374,90.8527
31.4,-90.201,2.68809,14.6759,90.8224
31.5,-90.1605,2.78953,14.8235,90.7874
31.6,-90.2134,2.83474,14.9819,90.8511
31.7,-90.2886,2.78406,15.0682,90.9394
31.8,-90.2974,2.73787,15.1267,90.9592
31.9,-90.2728,2.70832,15.1864,90.9446
32,-90.2993,2.70589,15.2047,90.9729
32.1,-90.3542,2.76153,15.3436,91.0357
32.2,-90.3888,2.81067,15.4528,91.0762
32.3,-90.3912,2.8134,15.5081,91.0842
32.4,-90.389,2.79645,15.669,91.1016
32.5,-90.3849,2.86461,15.8041,91.1049
32.6,-90.3577,2.94773,15.9974,91.0904
32.7,-90.3773,3.06232,16.0801,91.106
32.8,-90.3949,3.1415,16.151,91.1222
32.9,-90.3595,3.17286,16.0972,91.078
33,-90.309,3.16535,16.0223,91.0211
33.1,-90.3124,3.17622,16.0064,91.0215
33.2,-90.337,3.21859,16.0094,91.0412
33.3,-90.302,3.20856,16.0102,91.0081
33.4,-90.2742,3.19466,15.9685,90.9778
33.5,-90.2713,3.22791,15.9652,90.9709
33.6,-90.2795,3.27591,15.9563,90.9726
33.7,-90.2776,3.32244,15.9706,90.9672
33.8,-90.2963,3.35479,15.9919,90.9844
33.9,-90.2973,3.38868,15.9796,90.9803
34,-90.2828,3.38732,16.0094,90.9695
34.1,-90.3039,3.44625,15.9893,90.9815
34.2,-90.3285,3.51203,16.0024,90.9999
34.3,-90.303,3.57033,15.9876,90.967
34.4,-90.2633,3.56858,15.9945,90.9291
34.5,-90.2705,3.56243,15.982,90.9355
34.6,-90.2566,3.57046,15.9781,90.9205
34.7,-90.1993,3.56232,16.0036,90.868
34.8,-90.1666,3.60544,15.9958,90.8305
34.9,-90.1552,3.6355,15.959,90.8122
35,-90.1508,3.65934,15.9134,90.8005
35.1,-90.1418,3.67151,15.9331,90.7925
35.2,-90.1519,3.68409,15.9009,90.7976
35.3,-90.1424,3.74035,15.8519,90.7772
35.4,-90.1304,3.78978,15.8567,90.7608
